[2022-11-14 23:25:58,636] 0	T_sample 17.15	T_update 4.91	ETA 12:14:56	expert_R_avg 0.3341 [0.3716,0.5172,0.2540,0.2063,0.2327,0.7706]	expert_R_range (0.0493, 0.9644)	eps_len 10.46
[2022-11-15 05:53:19,209] 974	T_sample 19.31	T_update 4.98	ETA 6:54:55	expert_R_avg 0.5292 [0.6911,0.5168,0.4888,0.1130,0.3047,0.0182]	expert_R_range (0.0333, 0.9356)	eps_len 73.28
[2022-11-15 05:53:43,034] 975	T_sample 18.80	T_update 4.99	ETA 6:45:55	expert_R_avg 0.5341 [0.6949,0.5186,0.4983,0.1138,0.3056,0.0180]	expert_R_range (0.0002, 0.9320)	eps_len 73.37
[2022-11-15 05:54:06,728] 976	T_sample 18.66	T_update 4.99	ETA 6:43:18	expert_R_avg 0.5284 [0.6917,0.5157,0.4859,0.1121,0.3029,0.0179]	expert_R_range (0.0181, 0.9322)	eps_len 73.38
[2022-11-15 05:54:30,760] 977	T_sample 18.98	T_update 5.01	ETA 6:48:38	expert_R_avg 0.5315 [0.6945,0.5179,0.4914,0.1111,0.3040,0.0178]	expert_R_range (0.0009, 0.9326)	eps_len 73.43
[2022-11-15 05:54:54,824] 978	T_sample 19.02	T_update 5.00	ETA 6:48:49	expert_R_avg 0.5334 [0.6963,0.5199,0.4929,0.1145,0.3077,0.0182]	expert_R_range (0.0084, 0.9364)	eps_len 73.58
[2022-11-15 05:55:18,780] 979	T_sample 18.96	T_update 4.96	ETA 6:46:34	expert_R_avg 0.5354 [0.6973,0.5217,0.4971,0.1140,0.3096,0.0181]	expert_R_range (0.0127, 0.9331)	eps_len 73.71
[2022-11-15 05:55:42,675] 980	T_sample 18.87	T_update 4.97	ETA 6:45:01	expert_R_avg 0.5352 [0.6969,0.5209,0.4972,0.1167,0.3090,0.0180]	expert_R_range (0.0273, 0.9325)	eps_len 73.43
[2022-11-15 05:56:06,615] 981	T_sample 18.91	T_update 4.99	ETA 6:45:29	expert_R_avg 0.5366 [0.6987,0.5228,0.4989,0.1123,0.3101,0.0180]	expert_R_range (0.0211, 0.9326)	eps_len 72.98
[2022-11-15 05:56:30,422] 982	T_sample 18.78	T_update 4.98	ETA 6:42:50	expert_R_avg 0.5346 [0.6974,0.5191,0.4951,0.1143,0.3073,0.0179]	expert_R_range (0.0372, 0.9310)	eps_len 73.70
[2022-11-15 05:56:54,109] 983	T_sample 18.67	T_update 4.97	ETA 6:40:24	expert_R_avg 0.5328 [0.6967,0.5195,0.4911,0.1133,0.3051,0.0181]	expert_R_range (0.0259, 0.9338)	eps_len 73.71
[2022-11-15 05:57:18,166] 984	T_sample 19.05	T_update 4.97	ETA 6:46:17	expert_R_avg 0.5362 [0.6980,0.5209,0.4995,0.1149,0.3074,0.0181]	expert_R_range (0.0002, 0.9319)	eps_len 73.59
[2022-11-15 05:57:42,006] 985	T_sample 18.81	T_update 4.99	ETA 6:42:11	expert_R_avg 0.5367 [0.6994,0.5189,0.4992,0.1145,0.3061,0.0180]	expert_R_range (0.0310, 0.9368)	eps_len 73.36
[2022-11-15 05:58:06,320] 986	T_sample 19.27	T_update 5.00	ETA 6:49:48	expert_R_avg 0.5343 [0.6972,0.5192,0.4955,0.1126,0.3050,0.0178]	expert_R_range (0.0006, 0.9307)	eps_len 73.79
[2022-11-15 05:58:30,202] 987	T_sample 18.86	T_update 4.98	ETA 6:42:07	expert_R_avg 0.5350 [0.6967,0.5184,0.4987,0.1125,0.3052,0.0178]	expert_R_range (0.0325, 0.9297)	eps_len 74.06
[2022-11-15 05:58:53,943] 988	T_sample 18.71	T_update 4.99	ETA 6:39:22	expert_R_avg 0.5342 [0.6970,0.5196,0.4953,0.1140,0.3053,0.0180]	expert_R_range (0.0029, 0.9338)	eps_len 73.67
[2022-11-15 05:59:17,605] 989	T_sample 18.59	T_update 5.03	ETA 6:37:37	expert_R_avg 0.5366 [0.6996,0.5204,0.4997,0.1118,0.3044,0.0178]	expert_R_range (0.0112, 0.9299)	eps_len 74.01
[2022-11-15 05:59:41,443] 990	T_sample 18.78	T_update 5.01	ETA 6:40:05	expert_R_avg 0.5311 [0.6957,0.5182,0.4876,0.1142,0.3038,0.0177]	expert_R_range (0.0024, 0.9345)	eps_len 73.54
[2022-11-15 06:00:05,225] 991	T_sample 18.76	T_update 4.98	ETA 6:38:52	expert_R_avg 0.5371 [0.6998,0.5215,0.4999,0.1135,0.3068,0.0177]	expert_R_range (0.0100, 0.9323)	eps_len 74.14
[2022-11-15 06:00:29,312] 992	T_sample 19.09	T_update 4.96	ETA 6:43:34	expert_R_avg 0.5348 [0.6964,0.5184,0.4981,0.1153,0.3052,0.0174]	expert_R_range (0.0293, 0.9321)	eps_len 73.98
[2022-11-15 06:00:53,179] 993	T_sample 18.85	T_update 4.98	ETA 6:39:30	expert_R_avg 0.5339 [0.6975,0.5173,0.4937,0.1155,0.3041,0.0172]	expert_R_range (0.0098, 0.9288)	eps_len 73.75
[2022-11-15 06:01:17,342] 994	T_sample 19.13	T_update 4.99	ETA 6:44:02	expert_R_avg 0.5341 [0.6974,0.5204,0.4947,0.1121,0.3053,0.0173]	expert_R_range (0.0108, 0.9358)	eps_len 74.08
[2022-11-15 06:01:41,605] 995	T_sample 19.22	T_update 5.00	ETA 6:45:21	expert_R_avg 0.5350 [0.6979,0.5192,0.4972,0.1137,0.3038,0.0175]	expert_R_range (0.0232, 0.9315)	eps_len 73.96
[2022-11-15 06:02:05,662] 996	T_sample 19.02	T_update 4.99	ETA 6:41:28	expert_R_avg 0.5337 [0.6969,0.5183,0.4943,0.1151,0.3033,0.0168]	expert_R_range (0.0079, 0.9324)	eps_len 73.49
[2022-11-15 06:02:29,456] 997	T_sample 18.72	T_update 5.03	ETA 6:36:41	expert_R_avg 0.5350 [0.6993,0.5216,0.4940,0.1141,0.3064,0.0173]	expert_R_range (0.0260, 0.9362)	eps_len 73.66
[2022-11-15 06:02:53,825] 998	T_sample 19.35	T_update 4.98	ETA 6:45:53	expert_R_avg 0.5321 [0.6965,0.5187,0.4900,0.1142,0.3030,0.0171]	expert_R_range (0.0044, 0.9341)	eps_len 74.08
[2022-11-15 06:03:17,810] 999	T_sample 18.97	T_update 4.98	ETA 6:39:05	expert_R_avg 0.5334 [0.6976,0.5185,0.4930,0.1104,0.3034,0.0169]	expert_R_range (0.0083, 0.9339)	eps_len 73.57
[2022-11-15 06:03:41,601] 1000	T_sample 18.76	T_update 4.98	ETA 6:35:20	expert_R_avg 0.5347 [0.6976,0.5182,0.4966,0.1138,0.3044,0.0169]	expert_R_range (0.0345, 0.9342)	eps_len 74.03
[2022-11-15 06:04:05,488] 1001	T_sample 18.85	T_update 4.99	ETA 6:36:37	expert_R_avg 0.5348 [0.6984,0.5197,0.4949,0.1117,0.3067,0.0169]	expert_R_range (0.0000, 0.9276)	eps_len 74.06
[2022-11-15 06:04:29,526] 1002	T_sample 19.03	T_update 4.97	ETA 6:38:46	expert_R_avg 0.5350 [0.6980,0.5192,0.4961,0.1143,0.3058,0.0169]	expert_R_range (0.0070, 0.9345)	eps_len 74.23
[2022-11-15 06:04:53,560] 1003	T_sample 19.00	T_update 5.00	ETA 6:38:17	expert_R_avg 0.5343 [0.6976,0.5186,0.4946,0.1135,0.3055,0.0168]	expert_R_range (0.0233, 0.9304)	eps_len 73.85
[2022-11-15 06:05:17,652] 1004	T_sample 19.05	T_update 4.99	ETA 6:38:49	expert_R_avg 0.5363 [0.6995,0.5188,0.4977,0.1175,0.3051,0.0166]	expert_R_range (0.0292, 0.9331)	eps_len 73.80
[2022-11-15 06:05:41,533] 1005	T_sample 18.81	T_update 5.03	ETA 6:34:57	expert_R_avg 0.5322 [0.6958,0.5169,0.4918,0.1135,0.3029,0.0165]	expert_R_range (0.0017, 0.9334)	eps_len 73.67
[2022-11-15 06:06:05,588] 1006	T_sample 19.01	T_update 5.00	ETA 6:37:26	expert_R_avg 0.5327 [0.6955,0.5150,0.4939,0.1121,0.3036,0.0162]	expert_R_range (0.0069, 0.9318)	eps_len 74.29
[2022-11-15 06:06:29,822] 1007	T_sample 19.19	T_update 5.01	ETA 6:39:59	expert_R_avg 0.5339 [0.6971,0.5176,0.4947,0.1108,0.3059,0.0167]	expert_R_range (0.0452, 0.9358)	eps_len 74.17
[2022-11-15 06:06:53,723] 1008	T_sample 18.85	T_update 5.00	ETA 6:34:05	expert_R_avg 0.5360 [0.6994,0.5196,0.4966,0.1151,0.3077,0.0166]	expert_R_range (0.0019, 0.9317)	eps_len 74.35
[2022-11-15 06:07:17,495] 1009	T_sample 18.73	T_update 5.01	ETA 6:31:34	expert_R_avg 0.5347 [0.6993,0.5202,0.4935,0.1112,0.3066,0.0168]	expert_R_range (0.0087, 0.9333)	eps_len 73.33
[2022-11-15 06:07:41,559] 1010	T_sample 19.00	T_update 5.02	ETA 6:35:52	expert_R_avg 0.5357 [0.6984,0.5193,0.4977,0.1108,0.3080,0.0167]	expert_R_range (0.0113, 0.9337)	eps_len 73.63
[2022-11-15 06:08:05,541] 1011	T_sample 18.94	T_update 5.00	ETA 6:34:13	expert_R_avg 0.5386 [0.7015,0.5214,0.5013,0.1130,0.3098,0.0166]	expert_R_range (0.0285, 0.9348)	eps_len 73.88
[2022-11-15 06:08:29,523] 1012	T_sample 18.95	T_update 4.99	ETA 6:33:49	expert_R_avg 0.5368 [0.7000,0.5180,0.4989,0.1116,0.3071,0.0164]	expert_R_range (0.0420, 0.9310)	eps_len 73.67
[2022-11-15 06:08:53,519] 1013	T_sample 18.95	T_update 5.00	ETA 6:33:40	expert_R_avg 0.5399 [0.7031,0.5208,0.5023,0.1150,0.3113,0.0167]	expert_R_range (0.0121, 0.9321)	eps_len 73.92
[2022-11-15 06:09:17,556] 1014	T_sample 18.99	T_update 5.01	ETA 6:33:57	expert_R_avg 0.5365 [0.7005,0.5181,0.4975,0.1124,0.3055,0.0163]	expert_R_range (0.0024, 0.9338)	eps_len 74.05
[2022-11-15 06:09:41,519] 1015	T_sample 18.95	T_update 4.97	ETA 6:32:19	expert_R_avg 0.5364 [0.6997,0.5194,0.4976,0.1123,0.3079,0.0166]	expert_R_range (0.0038, 0.9318)	eps_len 73.65
[2022-11-15 06:10:05,632] 1016	T_sample 19.09	T_update 4.98	ETA 6:34:22	expert_R_avg 0.5346 [0.6988,0.5176,0.4929,0.1140,0.3079,0.0165]	expert_R_range (0.0204, 0.9355)	eps_len 73.83
[2022-11-15 06:10:29,564] 1017	T_sample 18.90	T_update 4.99	ETA 6:31:01	expert_R_avg 0.5359 [0.7005,0.5180,0.4954,0.1116,0.3063,0.0164]	expert_R_range (0.0248, 0.9337)	eps_len 74.07
[2022-11-15 06:10:53,493] 1018	T_sample 18.89	T_update 5.00	ETA 6:30:34	expert_R_avg 0.5345 [0.6989,0.5162,0.4933,0.1133,0.3055,0.0164]	expert_R_range (0.0024, 0.9349)	eps_len 73.76
[2022-11-15 06:11:17,388] 1019	T_sample 18.87	T_update 4.98	ETA 6:29:37	expert_R_avg 0.5363 [0.7006,0.5182,0.4961,0.1130,0.3067,0.0162]	expert_R_range (0.0066, 0.9320)	eps_len 73.70
[2022-11-15 06:11:41,447] 1020	T_sample 19.01	T_update 5.00	ETA 6:31:49	expert_R_avg 0.5377 [0.7018,0.5195,0.4981,0.1125,0.3094,0.0159]	expert_R_range (0.0237, 0.9317)	eps_len 74.22
[2022-11-15 06:12:05,294] 1021	T_sample 18.82	T_update 4.99	ETA 6:28:02	expert_R_avg 0.5334 [0.6988,0.5170,0.4904,0.1100,0.3059,0.0164]	expert_R_range (0.0205, 0.9324)	eps_len 73.69
[2022-11-15 06:12:29,364] 1022	T_sample 19.03	T_update 5.00	ETA 6:31:16	expert_R_avg 0.5341 [0.6993,0.5178,0.4908,0.1115,0.3082,0.0163]	expert_R_range (0.0064, 0.9330)	eps_len 73.66
[2022-11-15 06:12:53,002] 1023	T_sample 18.61	T_update 4.99	ETA 6:23:52	expert_R_avg 0.5338 [0.6988,0.5173,0.4903,0.1124,0.3080,0.0163]	expert_R_range (0.0102, 0.9330)	eps_len 73.73
[2022-11-15 06:13:17,124] 1024	T_sample 19.10	T_update 4.98	ETA 6:31:19	expert_R_avg 0.5343 [0.6979,0.5163,0.4932,0.1115,0.3092,0.0164]	expert_R_range (0.0025, 0.9344)	eps_len 74.09
[2022-11-15 06:13:40,913] 1025	T_sample 18.77	T_update 4.98	ETA 6:25:32	expert_R_avg 0.5349 [0.6992,0.5172,0.4935,0.1122,0.3088,0.0161]	expert_R_range (0.0297, 0.9295)	eps_len 73.74
[2022-11-15 06:14:05,436] 1026	T_sample 19.49	T_update 4.99	ETA 6:37:00	expert_R_avg 0.5351 [0.6997,0.5190,0.4918,0.1128,0.3123,0.0166]	expert_R_range (0.0331, 0.9285)	eps_len 73.99
[2022-11-15 06:14:29,229] 1027	T_sample 18.76	T_update 4.99	ETA 6:24:46	expert_R_avg 0.5366 [0.7002,0.5193,0.4955,0.1145,0.3130,0.0161]	expert_R_range (0.0291, 0.9353)	eps_len 73.71
[2022-11-15 06:14:53,066] 1028	T_sample 18.81	T_update 4.99	ETA 6:25:06	expert_R_avg 0.5365 [0.7014,0.5216,0.4930,0.1103,0.3151,0.0165]	expert_R_range (0.0115, 0.9324)	eps_len 73.87
[2022-11-15 06:15:17,073] 1029	T_sample 18.99	T_update 4.98	ETA 6:27:28	expert_R_avg 0.5382 [0.7017,0.5199,0.4976,0.1108,0.3165,0.0163]	expert_R_range (0.0087, 0.9322)	eps_len 74.10
[2022-11-15 06:15:41,126] 1030	T_sample 19.01	T_update 4.99	ETA 6:27:41	expert_R_avg 0.5367 [0.6996,0.5180,0.4976,0.1114,0.3123,0.0160]	expert_R_range (0.0317, 0.9304)	eps_len 73.70
[2022-11-15 06:16:05,336] 1031	T_sample 19.17	T_update 5.00	ETA 6:29:57	expert_R_avg 0.5365 [0.7013,0.5184,0.4937,0.1139,0.3128,0.0160]	expert_R_range (0.0339, 0.9316)	eps_len 73.41
[2022-11-15 06:16:29,116] 1032	T_sample 18.76	T_update 4.98	ETA 6:22:35	expert_R_avg 0.5367 [0.7000,0.5185,0.4967,0.1112,0.3136,0.0160]	expert_R_range (0.0204, 0.9319)	eps_len 74.20
[2022-11-15 06:16:53,264] 1033	T_sample 19.08	T_update 5.02	ETA 6:28:07	expert_R_avg 0.5369 [0.7012,0.5176,0.4954,0.1104,0.3140,0.0160]	expert_R_range (0.0029, 0.9352)	eps_len 73.71
[2022-11-15 06:17:17,197] 1034	T_sample 18.92	T_update 4.98	ETA 6:24:16	expert_R_avg 0.5405 [0.7046,0.5212,0.5008,0.1114,0.3157,0.0159]	expert_R_range (0.0070, 0.9286)	eps_len 73.54
[2022-11-15 06:17:41,253] 1035	T_sample 19.03	T_update 4.99	ETA 6:25:51	expert_R_avg 0.5390 [0.7033,0.5211,0.4981,0.1086,0.3170,0.0165]	expert_R_range (0.0155, 0.9326)	eps_len 74.02
[2022-11-15 06:18:05,317] 1036	T_sample 19.03	T_update 5.00	ETA 6:25:35	expert_R_avg 0.5391 [0.7027,0.5208,0.4994,0.1103,0.3164,0.0160]	expert_R_range (0.0409, 0.9301)	eps_len 73.66
[2022-11-15 06:18:29,226] 1037	T_sample 18.87	T_update 5.00	ETA 6:22:41	expert_R_avg 0.5379 [0.7020,0.5198,0.4976,0.1074,0.3144,0.0161]	expert_R_range (0.0108, 0.9290)	eps_len 74.00
[2022-11-15 06:18:53,333] 1038	T_sample 19.09	T_update 4.98	ETA 6:25:28	expert_R_avg 0.5400 [0.7047,0.5203,0.4996,0.1079,0.3161,0.0162]	expert_R_range (0.0251, 0.9299)	eps_len 74.04
[2022-11-15 06:19:17,521] 1039	T_sample 19.13	T_update 5.02	ETA 6:26:21	expert_R_avg 0.5366 [0.7018,0.5184,0.4941,0.1066,0.3133,0.0159]	expert_R_range (0.0199, 0.9285)	eps_len 73.74
[2022-11-15 06:19:41,491] 1040	T_sample 18.95	T_update 4.98	ETA 6:22:22	expert_R_avg 0.5358 [0.7005,0.5184,0.4933,0.1080,0.3134,0.0155]	expert_R_range (0.0411, 0.9296)	eps_len 74.14
[2022-11-15 06:20:05,345] 1041	T_sample 18.84	T_update 4.98	ETA 6:20:14	expert_R_avg 0.5403 [0.7038,0.5208,0.5018,0.1076,0.3162,0.0156]	expert_R_range (0.0360, 0.9302)	eps_len 73.77
[2022-11-15 06:20:29,347] 1042	T_sample 18.97	T_update 4.99	ETA 6:22:11	expert_R_avg 0.5348 [0.6998,0.5167,0.4922,0.1084,0.3099,0.0153]	expert_R_range (0.0309, 0.9310)	eps_len 74.07
[2022-11-15 06:20:53,586] 1043	T_sample 19.18	T_update 5.02	ETA 6:25:33	expert_R_avg 0.5367 [0.7008,0.5172,0.4954,0.1102,0.3139,0.0154]	expert_R_range (0.0145, 0.9322)	eps_len 73.78
[2022-11-15 06:21:17,450] 1044	T_sample 18.81	T_update 5.01	ETA 6:19:11	expert_R_avg 0.5352 [0.6995,0.5158,0.4944,0.1092,0.3090,0.0151]	expert_R_range (0.0484, 0.9307)	eps_len 73.93
[2022-11-15 06:21:41,539] 1045	T_sample 19.06	T_update 4.99	ETA 6:22:23	expert_R_avg 0.5381 [0.7025,0.5194,0.4971,0.1112,0.3142,0.0155]	expert_R_range (0.0354, 0.9265)	eps_len 73.47
[2022-11-15 06:22:05,277] 1046	T_sample 18.71	T_update 4.99	ETA 6:16:23	expert_R_avg 0.5395 [0.7038,0.5189,0.4997,0.1114,0.3136,0.0156]	expert_R_range (0.0432, 0.9293)	eps_len 73.37
[2022-11-15 06:22:29,262] 1047	T_sample 18.94	T_update 5.01	ETA 6:19:54	expert_R_avg 0.5322 [0.6964,0.5138,0.4902,0.1085,0.3072,0.0151]	expert_R_range (0.0089, 0.9311)	eps_len 73.76
[2022-11-15 06:22:53,246] 1048	T_sample 18.98	T_update 4.97	ETA 6:19:30	expert_R_avg 0.5364 [0.7011,0.5169,0.4953,0.1115,0.3092,0.0152]	expert_R_range (0.0070, 0.9316)	eps_len 73.28
[2022-11-15 06:23:17,110] 1049	T_sample 18.85	T_update 4.97	ETA 6:17:12	expert_R_avg 0.5388 [0.7022,0.5171,0.5005,0.1100,0.3127,0.0150]	expert_R_range (0.0287, 0.9293)	eps_len 73.99
[2022-11-15 06:23:41,172] 1050	T_sample 19.02	T_update 4.99	ETA 6:19:50	expert_R_avg 0.5381 [0.7030,0.5181,0.4970,0.1123,0.3115,0.0151]	expert_R_range (0.0519, 0.9307)	eps_len 73.73
[2022-11-15 06:24:05,243] 1051	T_sample 19.04	T_update 4.99	ETA 6:19:40	expert_R_avg 0.5392 [0.7028,0.5188,0.4993,0.1143,0.3154,0.0152]	expert_R_range (0.0155, 0.9311)	eps_len 74.28
[2022-11-15 06:24:29,227] 1052	T_sample 18.94	T_update 5.00	ETA 6:17:54	expert_R_avg 0.5368 [0.7014,0.5173,0.4953,0.1109,0.3118,0.0154]	expert_R_range (0.0017, 0.9284)	eps_len 73.76
[2022-11-15 06:24:53,364] 1053	T_sample 19.11	T_update 4.98	ETA 6:19:55	expert_R_avg 0.5370 [0.7018,0.5163,0.4960,0.1095,0.3110,0.0150]	expert_R_range (0.0245, 0.9319)	eps_len 73.72
[2022-11-15 06:25:17,151] 1054	T_sample 18.76	T_update 4.99	ETA 6:14:01	expert_R_avg 0.5388 [0.7035,0.5184,0.4976,0.1108,0.3154,0.0153]	expert_R_range (0.0103, 0.9289)	eps_len 73.66
[2022-11-15 06:25:41,257] 1055	T_sample 19.08	T_update 4.99	ETA 6:18:38	expert_R_avg 0.5379 [0.7019,0.5146,0.4981,0.1126,0.3114,0.0148]	expert_R_range (0.0145, 0.9305)	eps_len 73.86
[2022-11-15 06:26:05,169] 1056	T_sample 18.87	T_update 5.00	ETA 6:15:09	expert_R_avg 0.5365 [0.7014,0.5159,0.4944,0.1123,0.3110,0.0148]	expert_R_range (0.0319, 0.9306)	eps_len 73.57
[2022-11-15 06:26:29,262] 1057	T_sample 19.07	T_update 4.98	ETA 6:17:37	expert_R_avg 0.5408 [0.7045,0.5176,0.5035,0.1101,0.3128,0.0149]	expert_R_range (0.0352, 0.9263)	eps_len 74.01
[2022-11-15 06:26:53,134] 1058	T_sample 18.83	T_update 5.00	ETA 6:13:44	expert_R_avg 0.5365 [0.7010,0.5146,0.4957,0.1118,0.3100,0.0146]	expert_R_range (0.0094, 0.9352)	eps_len 74.02
[2022-11-15 06:27:17,179] 1059	T_sample 19.03	T_update 4.98	ETA 6:16:04	expert_R_avg 0.5375 [0.7024,0.5159,0.4964,0.1113,0.3104,0.0147]	expert_R_range (0.0298, 0.9293)	eps_len 73.14
[2022-11-15 06:27:41,145] 1060	T_sample 18.90	T_update 5.01	ETA 6:14:18	expert_R_avg 0.5389 [0.7025,0.5162,0.5009,0.1111,0.3112,0.0145]	expert_R_range (0.0338, 0.9332)	eps_len 73.67
[2022-11-15 06:28:04,875] 1061	T_sample 18.69	T_update 4.99	ETA 6:10:20	expert_R_avg 0.5390 [0.7030,0.5169,0.5005,0.1106,0.3115,0.0146]	expert_R_range (0.0376, 0.9280)	eps_len 74.10
[2022-11-15 06:28:29,004] 1062	T_sample 19.11	T_update 4.98	ETA 6:16:11	expert_R_avg 0.5335 [0.6987,0.5128,0.4911,0.1087,0.3063,0.0141]	expert_R_range (0.0019, 0.9353)	eps_len 73.78
[2022-11-15 06:28:52,761] 1063	T_sample 18.72	T_update 5.00	ETA 6:09:58	expert_R_avg 0.5340 [0.6997,0.5143,0.4901,0.1100,0.3094,0.0141]	expert_R_range (0.0150, 0.9277)	eps_len 73.77
[2022-11-15 06:29:16,826] 1064	T_sample 19.02	T_update 5.00	ETA 6:14:22	expert_R_avg 0.5360 [0.7011,0.5142,0.4932,0.1131,0.3110,0.0142]	expert_R_range (0.0140, 0.9334)	eps_len 73.99
[2022-11-15 06:29:41,198] 1065	T_sample 19.32	T_update 5.01	ETA 6:18:43	expert_R_avg 0.5337 [0.6998,0.5143,0.4891,0.1117,0.3082,0.0140]	expert_R_range (0.0003, 0.9311)	eps_len 73.36
[2022-11-15 06:30:05,117] 1066	T_sample 18.90	T_update 4.98	ETA 6:11:19	expert_R_avg 0.5365 [0.7030,0.5141,0.4936,0.1119,0.3062,0.0143]	expert_R_range (0.0074, 0.9349)	eps_len 73.40
[2022-11-15 06:30:28,746] 1067	T_sample 18.62	T_update 4.97	ETA 6:06:24	expert_R_avg 0.5355 [0.7016,0.5144,0.4924,0.1095,0.3080,0.0141]	expert_R_range (0.0013, 0.9299)	eps_len 74.49
[2022-11-15 06:30:53,180] 1068	T_sample 19.41	T_update 4.99	ETA 6:18:31	expert_R_avg 0.5336 [0.7003,0.5122,0.4890,0.1099,0.3059,0.0139]	expert_R_range (0.0016, 0.9337)	eps_len 74.01
[2022-11-15 06:31:16,918] 1069	T_sample 18.72	T_update 4.97	ETA 6:07:16	expert_R_avg 0.5365 [0.7018,0.5158,0.4946,0.1101,0.3096,0.0141]	expert_R_range (0.0352, 0.9317)	eps_len 73.56
[2022-11-15 06:31:40,925] 1070	T_sample 18.97	T_update 4.99	ETA 6:10:59	expert_R_avg 0.5394 [0.7035,0.5160,0.5004,0.1124,0.3119,0.0138]	expert_R_range (0.0353, 0.9285)	eps_len 73.88
[2022-11-15 06:32:04,949] 1071	T_sample 18.99	T_update 4.99	ETA 6:10:56	expert_R_avg 0.5361 [0.7010,0.5140,0.4948,0.1110,0.3097,0.0139]	expert_R_range (0.0150, 0.9321)	eps_len 73.79
[2022-11-15 06:32:28,975] 1072	T_sample 18.98	T_update 5.01	ETA 6:10:35	expert_R_avg 0.5376 [0.7027,0.5142,0.4969,0.1103,0.3096,0.0136]	expert_R_range (0.0444, 0.9346)	eps_len 74.10
[2022-11-15 06:32:53,160] 1073	T_sample 19.17	T_update 4.97	ETA 6:12:38	expert_R_avg 0.5366 [0.7025,0.5141,0.4936,0.1102,0.3107,0.0139]	expert_R_range (0.0268, 0.9313)	eps_len 73.71
[2022-11-15 06:33:17,592] 1074	T_sample 19.38	T_update 5.01	ETA 6:16:02	expert_R_avg 0.5348 [0.7001,0.5114,0.4928,0.1105,0.3069,0.0135]	expert_R_range (0.0264, 0.9314)	eps_len 73.83
[2022-11-15 06:33:41,502] 1075	T_sample 18.86	T_update 5.01	ETA 6:07:34	expert_R_avg 0.5357 [0.6998,0.5129,0.4945,0.1122,0.3112,0.0136]	expert_R_range (0.0107, 0.9300)	eps_len 73.91
[2022-11-15 06:34:05,218] 1076	T_sample 18.69	T_update 4.99	ETA 6:04:12	expert_R_avg 0.5345 [0.6992,0.5135,0.4918,0.1079,0.3130,0.0136]	expert_R_range (0.0111, 0.9286)	eps_len 73.86
[2022-11-15 06:34:29,466] 1077	T_sample 19.22	T_update 4.98	ETA 6:12:00	expert_R_avg 0.5362 [0.7011,0.5139,0.4939,0.1112,0.3121,0.0137]	expert_R_range (0.0175, 0.9302)	eps_len 74.02
[2022-11-15 06:34:53,513] 1078	T_sample 19.03	T_update 4.97	ETA 6:08:30	expert_R_avg 0.5358 [0.7014,0.5137,0.4930,0.1113,0.3093,0.0134]	expert_R_range (0.0162, 0.9320)	eps_len 73.93
[2022-11-15 06:35:17,374] 1079	T_sample 18.85	T_update 4.97	ETA 6:05:14	expert_R_avg 0.5385 [0.7020,0.5138,0.5003,0.1121,0.3113,0.0134]	expert_R_range (0.0215, 0.9370)	eps_len 73.68
[2022-11-15 06:35:41,291] 1080	T_sample 18.89	T_update 4.98	ETA 6:05:36	expert_R_avg 0.5389 [0.7036,0.5151,0.4988,0.1109,0.3131,0.0136]	expert_R_range (0.0166, 0.9379)	eps_len 73.40
[2022-11-15 06:36:05,521] 1081	T_sample 19.21	T_update 4.98	ETA 6:10:07	expert_R_avg 0.5351 [0.7016,0.5127,0.4917,0.1089,0.3069,0.0136]	expert_R_range (0.0122, 0.9335)	eps_len 73.64
[2022-11-15 06:36:29,274] 1082	T_sample 18.73	T_update 4.99	ETA 6:02:24	expert_R_avg 0.5382 [0.7035,0.5155,0.4974,0.1091,0.3108,0.0137]	expert_R_range (0.0058, 0.9307)	eps_len 73.76
[2022-11-15 06:36:53,469] 1083	T_sample 19.15	T_update 5.00	ETA 6:08:45	expert_R_avg 0.5322 [0.6988,0.5109,0.4883,0.1055,0.3037,0.0133]	expert_R_range (0.0422, 0.9329)	eps_len 73.43
[2022-11-15 06:37:17,507] 1084	T_sample 19.01	T_update 4.99	ETA 6:05:56	expert_R_avg 0.5385 [0.7039,0.5159,0.4982,0.1059,0.3107,0.0137]	expert_R_range (0.0012, 0.9345)	eps_len 73.89
[2022-11-15 06:37:41,483] 1085	T_sample 18.91	T_update 5.02	ETA 6:04:37	expert_R_avg 0.5362 [0.7020,0.5140,0.4931,0.1077,0.3119,0.0135]	expert_R_range (0.0007, 0.9335)	eps_len 72.93
[2022-11-15 06:38:05,469] 1086	T_sample 18.98	T_update 4.97	ETA 6:04:21	expert_R_avg 0.5402 [0.7040,0.5154,0.5035,0.1074,0.3105,0.0135]	expert_R_range (0.0164, 0.9298)	eps_len 73.86
[2022-11-15 06:38:29,299] 1087	T_sample 18.80	T_update 4.99	ETA 6:01:37	expert_R_avg 0.5359 [0.7018,0.5132,0.4926,0.1082,0.3114,0.0134]	expert_R_range (0.0129, 0.9323)	eps_len 73.41
[2022-11-15 06:38:53,575] 1088	T_sample 19.25	T_update 4.99	ETA 6:07:59	expert_R_avg 0.5377 [0.7034,0.5152,0.4953,0.1078,0.3132,0.0135]	expert_R_range (0.0027, 0.9330)	eps_len 73.76
